4.6493," -74.0617,
34.0549," -118.2578,
23.1167," 113.25,
52.352," 4.9392,
34.7725," 113.7266,
48.8582," 2.3387,
52.374," 4.8897,
51.8589," 19.4095,
37.751," -97.822,
34.7725," 113.7266,
11.5583," 104.9121,
24.4798," 118.0819,
55.7386," 37.6068,
34.7725," 113.7266,
50.1188," 8.6843,
48.8582," 2.3387,
48.8582," 2.3387,
34.7725," 113.7266,
37.751," -97.822,
1.2929," 103.8547,
13," 105,
34.7725," 113.7266,
22.2909," 114.15,
-23.3836," -51.9576,
34.7725," 113.7266,
34.7725," 113.7266,
-6.5945," 106.789,
34.7725," 113.7266,
48.8582," 2.3387,
34.7725," 113.7266,
32.0945," 121.2606,
55.7386," 37.6068,
16.0023," 105.9999,
34.7725," 113.7266,
40.8364," -74.1403,
34.0584," -118.278,
55.7386," 37.6068,
37.3417," -121.9753,
51.4964," -0.1224,
34.7725," 113.7266,
41.3891," 2.1611,
34.7725," 113.7266,
34.7725," 113.7266,
37.8728," 127.7322,
48.8607," 2.3281,
45.4686," 39.4519,
31.5707," 120.2875,
37.4954," 127.0621,
34.7725," 113.7266,
34.7725," 113.7266,
40.7145," -74.0029,
-6.175," 106.8286,
2.5," 112.5,
52.1828," 20.9846,
51.0609," 6.9596,
53.3338," -6.2488,
34.7725," 113.7266,
48.8582," 2.3387,
34.7725," 113.7266,
40.793," -74.0247,
34.7725," 113.7266,
56.1007," 38.1402,
37.3009," 127.6351,
34.7725," 113.7266,
35.698," 51.4115,
35.1716," -80.9118,
1.2929," 103.8547,
34.7725," 113.7266,
34.7725," 113.7266,
31.8642," 117.2865,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
39.9653," -83.0235,
45.9968," 24.997,
23.1167," 113.25,
34.7725," 113.7266,
2.8093," 101.8334,
-20.2833," 57.55,
13.086," 80.2751,
42.696," 23.332,
1.2725," 103.8518,
40.8364," -74.1403,
37.9842," 23.7353,
1.3667," 103.8,
34.7725," 113.7266,
44.7208," 8.2928,
34.7725," 113.7266,
54.1996," -1.1069,
48.8582," 2.3387,
1.314," 103.6839,
55.7386," 37.6068,
13.7442," 100.4608,
34.7725," 113.7266,
-23.6704," -46.9472,
-27.4297," -51.6571,
1.314," 103.6839,
34.7725," 113.7266,
22.2909," 114.15,
33.6975," 73.0146,
34.7725," 113.7266,
34.2598," 108.9294,
35.704," 139.6713,
43.6319," -79.3716,
37.751," -97.822,
35.6882," 139.7532,
34.1657," -118.3409,
48.8582," 2.3387,
48.8582," 2.3387,
25.0478," 121.5318,
37.751," -97.822,
-41.286," 174.7719,
52.3006," 4.9479,
1.314," 103.6839,
55.7386," 37.6068,
34.7725," 113.7266,
40.8364," -74.1403,
34.7725," 113.7266,
34.7725," 113.7266,
55.7386," 37.6068,
51.2993," 9.491,
40.781," -73.9501,
35.1003," 129.0442,
34.7725," 113.7266,
1.314," 103.6839,
37.5112," 126.9741,
22.4," 113.9833,
43.6319," -79.3716,
35.8723," 128.5924,
29.4247," -98.4935,
25.0478," 121.5318,
51.521," -3.2037,
20.0063," 77.006,
34.7725," 113.7266,
12.9721," 77.5933,
6.2529," -75.5646,
34.7725," 113.7266,
48.8582," 2.3387,
34.7725," 113.7266,
-34.889," -58.3866,
48.8051," 2.4197,
1.314," 103.6839,
34.7725," 113.7266,
40.8364," -74.1403,
51.4964," -0.1224,
12.9721," 77.5933,
40.7145," -74.0029,
35.1003," 129.0442,
42.8864," -78.8784,
35.1003," 129.0442,
-26.2308," 28.0585,
40.8364," -74.1403,
34.7725," 113.7266,
40.8364," -74.1403,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
55.7386," 37.6068,
30.6667," 104.0667,
34.7725," 113.7266,
40.5," 47.5,
28.6504," 77.2372,
34.7725," 113.7266,
34.7725," 113.7266,
37.751," -97.822,
34.7725," 113.7266,
30.7366," 76.7925,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
40.7308," -73.9975,
34.7725," 113.7266,
36.7642," 3.1468,
